UserID,MovieID,Rating,MovieID,Tittle,Year,Genre 1,Genre 2,Genre 3,Genre 4,Certification,Run Time,Director,Director Won Oscar,Country,Budget,Lead Actor,Lead Actor Won Oscar,IMDB,Movie Won Oscar
2,3108,Regular,3108,Fisher King,1991,Drama,Romance,Drama_Romance,,Rated R for language and violence,137,Terry_Gilliam,No,USA,24000000,Jeff_Bridges,Yes,7.6,Yes
2,3035,Bom,3035,Mister Roberts,1955,Drama,War,Drama_War,,?,123,John_Ford,Yes,USA,?,Henry_Fonda,Yes,7.8,Yes
2,1253,Regular,1253,Day the Earth Stood Still,1951,Drama,Sci-Fi,Drama_Sci-Fi,,Livre,92,Robert_Wise,Yes,USA,1200000,Michael_Rennie,No,7.8,No
2,1610,Bom,1610,Hunt for Red October,1990,Action,Thriller,Action_Thriller,,12,135,John_McTiernan,No,USA,30000000,Sean_Connery,Yes,7.6,Yes
2,292,Regular,292,Outbreak,1995,Drama,Action,Drama_Action,,Rated R for language,127,Wolfgang_Petersen,No,USA,50000000,Dustin_Hoffman,Yes,6.6,No
2,2236,Bom
2,3071,Bom
2,902,Ruim,902,Breakfast at Tiffany's,1961,Drama,Romance,Drama_Romance,,Livre,115,Blake_Edwards,No,USA,2500000,Audrey_Hepburn,Yes,7.7,Yes
2,368,Bom,368,Maverick,1994,Comedy,Action,Comedy_Action,,Rated PG for mild sensuality language and some western action,127,Richard_Donner,No,USA,75000000,Mel_Gibson,No,7.0,No
2,1259,Bom,1259,Stand by Me,1986,Drama,Comedy,Drama_Comedy,,12,89,Rob_Reiner,No,USA,8000000,Wil_Wheaton,No,8.1,No
2,3147,Bom,3147,Green Mile,1999,Drama,Thriller,Drama_Thriller,,14,189,Frank_Darabont,No,USA,60000000,Tom_Hanks,Yes,8.5,No
2,1544,Bom,1544,Lost World: Jurassic Park,1997,Sci-Fi,Action,Sci-Fi_Action,,Livre,129,Steven_Spielberg,Yes,USA,73000000,Jeff_Goldblum,No,6.5,No
2,1293,Bom,1293,Gandhi,1982,Drama,?,Drama_,,14,191,Richard_Attenborough,Yes,UK,22000000,Ben_Kingsley,Yes,8.1,Yes
2,1188,Bom,1188,Strictly Ballroom,1992,Comedy,Romance,Comedy_Romance,,Livre,94,Baz_Luhrmann,No,Australia,?,Paul_Mercurio,No,7.2,No
2,3255,Bom,3255,League of Their Own,1992,Drama,Comedy,Drama_Comedy,,Rated PG for language,128,Penny_Marshall,No,USA,40000000,Tom_Hanks,Yes,7.2,No
2,3256,Ruim,3256,Patriot Games,1992,Action,Thriller,Action_Thriller,,12,117,Phillip_Noyce,No,USA,45000000,Harrison_Ford,No,6.9,No
2,3257,Regular,3257,Bodyguard,1992,Drama,Romance,Drama_Romance,,Rated R for language,129,Mick_Jackson,No,USA,25000000,Kevin_Costner,No,6.2,No
2,110,Bom,110,Braveheart,1995,Drama,War,Drama_War,,16,178,Mel_Gibson,Yes,USA,72000000,Mel_Gibson,No,8.4,Yes
2,2278,Regular,2278,Ronin,1998,Action,Crime,Action_Crime,,12,122,John_Frankenheimer,No,UK,55000000,Robert_De_Niro,Yes,7.3,No
2,2490,Regular,2490,Payback,1999,Action,Thriller,Action_Thriller,,Rated R for strong violence language and drug and sexual content,100,Brian_Helgeland,No,USA,90000000,Mel_Gibson,No,7.1,No
2,1834,Bom
2,3471,Bom,3471,Close Encounters of the Third Kind,1977,Drama,Sci-Fi,Drama_Sci-Fi,,Livre,132,Steven_Spielberg,Yes,USA,20000000,Richard_Dreyfuss,Yes,7.7,Yes
2,589,Bom,589,Terminator 2: Judgment Day,1991,Sci-Fi,Action,Sci-Fi_Action,,14,137,James_Cameron,Yes,USA,102000000,Arnold_Schwarzenegger,No,8.5,Yes
2,1690,Regular
2,3654,Regular
2,2852,Regular
2,1945,Bom,1945,On the Waterfront,1954,Drama,Crime,Drama_Crime,,14,108,Elia_Kazan,Yes,USA,910000,Marlon_Brando,Yes,8.2,Yes
2,982,Bom,982,Picnic,1955,Drama,?,Drama_,,?,115,Joshua_Logan,No,USA,?,William_Holden,Yes,7.2,Yes
2,1873,Bom,1873,Miserables,1998,Drama,?,Drama_,,Rated PG-13 for violenceand for some sexual content,134,Bille_August,No,UK,?,Liam_Neeson,No,7.5,No
2,2858,Bom,2858,American Beauty,1999,Drama,Comedy,Drama_Comedy,,14,122,Sam_Mendes,Yes,USA,15000000,Kevin_Spacey,Yes,8.4,Yes
2,1225,Bom,1225,Amadeus,1984,Drama,?,Drama_,,Livre,160,Milos_Forman,Yes,USA,18000000,F._Murray_Abraham,Yes,8.3,Yes
2,2028,Bom,2028,Saving Private Ryan,1998,Drama,War,Drama_War,,14,169,Steven_Spielberg,Yes,USA,70000000,Tom_Hanks,Yes,8.6,Yes
2,515,Bom,515,Remains of the Day,1993,Drama,?,Drama_,,Rated PG for themes,134,James_Ivory,No,USA,15000000,Anthony_Hopkins,Yes,7.9,No
2,442,Regular,442,Demolition Man,1993,Sci-Fi,Action,Sci-Fi_Action,,Rated R for non-stop action violence and for strong language,115,Marco_Brambilla,No,USA,57000000,Sylvester_Stallone,No,6.6,No
2,2312,Regular,2312,Children of a Lesser God,1986,Drama,?,Drama_,,?,119,Randa_Haines,No,USA,?,William_Hurt,Yes,7.2,Yes
2,265,Bom,265,Like Water for Chocolate,1992,Drama,Romance,Drama_Romance,,Rated R for sexuality,105,Alfonso_Arau,No,Mexico,2000000,Marco_Leonardi,No,7.2,No
2,1408,Regular,1408,Last of the Mohicans,1992,Action,War,Action_War,,12,112,Michael_Mann,No,USA,40000000,Daniel_Day-Lewis,Yes,7.8,Yes
2,1084,Regular,1084,Bonnie and Clyde,1967,Drama,Crime,Drama_Crime,,14,111,Arthur_Penn,No,USA,2500000,Warren_Beatty,No,7.9,Yes
2,3699,Ruim,3699,Starman,1984,Drama,Sci-Fi,Drama_Sci-Fi,,?,115,John_Carpenter,No,USA,22000000,Jeff_Bridges,Yes,7.0,No
2,480,Bom,480,Jurassic Park,1993,Sci-Fi,Action,Sci-Fi_Action,,Livre,127,Steven_Spielberg,Yes,USA,63000000,Sam_Neill,No,8.1,Yes
2,1442,Bom
2,2067,Bom,2067,Doctor Zhivago,1965,Drama,Romance,Drama_Romance,,Livre,197,David_Lean,Yes,USA,11000000,Omar_Sharif,No,8.0,Yes
2,1265,Regular,1265,Groundhog Day,1993,Comedy,Romance,Comedy_Romance,,Livre,101,Harold_Ramis,No,USA,14600000,Bill_Murray,No,8.0,No
2,1370,Bom,1370,Die Hard 2,1990,Action,Thriller,Action_Thriller,,14,124,Renny_Harlin,No,USA,70000000,Bruce_Willis,No,7.1,No
2,1193,Bom,1193,One Flew Over the Cuckoo's Nest,1975,Drama,?,Drama_,,14,133,Milos_Forman,Yes,USA,4400000,Jack_Nicholson,Yes,8.7,Yes
2,1801,Regular,1801,Man in the Iron Mask,1998,Drama,Romance,Drama_Romance,,14,132,Randall_Wallace,No,USA,35000000,Leonardo_DiCaprio,Yes,6.5,No
2,1372,Regular,1372,Star Trek VI: The Undiscovered Country,1991,Sci-Fi,Action,Sci-Fi_Action,,Livre,113,Nicholas_Meyer,No,USA,30000000,William_Shatner,No,7.2,No
2,2353,Bom,2353,Enemy of the State,1998,Action,Thriller,Action_Thriller,,14,132,Tony_Scott,No,USA,90000000,Will_Smith,No,7.3,No
2,3334,Bom,3334,Key Largo,1948,Drama,Thriller,Drama_Thriller,,?,100,John_Huston,Yes,USA,?,Humphrey_Bogart,Yes,7.9,Yes
2,2427,Ruim,2427,Thin Red Line,1998,Drama,War,Drama_War,,14,170,Terrence_Malick,No,USA,52000000,Jim_Caviezel,No,7.6,No
2,590,Bom,590,Dances with Wolves,1990,Drama,Western,Drama_Western,,14,181,Kevin_Costner,Yes,USA,22000000,Kevin_Costner,No,8.0,Yes
2,1196,Bom,1196,Star Wars: Episode V - The Empire Strikes Back,1980,Drama,Sci-Fi,Drama_Sci-Fi,,Livre,124,Irvin_Kershner,No,USA,18000000,Mark_Hamill,No,8.8,Yes
2,1552,Regular,1552,Con Air,1997,Action,Adventure,Action_Adventure,,16,115,Simon_West,No,USA,75000000,Nicolas_Cage,Yes,6.8,No
2,736,Bom,736,Twister,1996,Action,Adventure,Action_Adventure,,Rated PG-13 for intense depiction of very bad weather,113,Jan_de_Bont,No,USA,92000000,Helen_Hunt,Yes,6.3,No
2,1198,Bom,1198,Raiders of the Lost Ark,1981,Action,Adventure,Action_Adventure,,Livre,115,Steven_Spielberg,Yes,USA,18000000,Harrison_Ford,No,8.5,Yes
2,593,Bom,593,Silence of the Lambs,1991,Drama,Thriller,Drama_Thriller,,14,118,Jonathan_Demme,Yes,USA,19000000,Jodie_Foster,Yes,8.6,Yes
2,2359,Regular,2359,Waking Ned Devine,1998,Comedy,?,Comedy_,,Rated PG for nuditylanguage and thematic elements,91,Kirk_Jones,No,UK,3000000,Ian_Bannen,No,7.4,No
2,95,Ruim,95,Broken Arrow,1996,Action,Thriller,Action_Thriller,,12,108,John_Woo,No,USA,50000000,John_Travolta,No,6.0,No
2,2717,Regular,2717,Ghostbusters II,1989,Horror,Comedy,Horror_Comedy,,Livre,108,Ivan_Reitman,No,USA,37000000,Bill_Murray,No,6.5,No
2,2571,Bom,2571,Matrix,1999,Sci-Fi,Action,Sci-Fi_Action,,12,136,Lana_Wachowski_(as_The_Wachowski_Brothers),No,USA,63000000,Keanu_Reeves,No,8.7,Yes
2,1917,Regular,1917,Armageddon,1998,Sci-Fi,Action,Sci-Fi_Action,,12,151,Michael_Bay,No,USA,140000000,Bruce_Willis,No,6.6,No
2,2396,Bom,2396,Shakespeare in Love,1998,Comedy,Romance,Comedy_Romance,,14,123,John_Madden,No,USA,25000000,Gwyneth_Paltrow,Yes,7.2,Yes
2,3735,Regular,3735,Serpico,1973,Drama,Crime,Drama_Crime,,12,130,Sidney_Lumet,No,Italy,3000000,Al_Pacino,Yes,7.8,No
2,1953,Bom,1953,French Connection,1971,Drama,Action,Drama_Action,,14,104,William_Friedkin,Yes,USA,1800000,Gene_Hackman,Yes,7.8,Yes
2,1597,Regular,1597,Conspiracy Theory,1997,Action,Thriller,Action_Thriller,,14,135,Richard_Donner,No,USA,75000000,Mel_Gibson,No,6.7,No
2,3809,Regular,3809,What About Bob,1991,Comedy,?,Comedy_,,?,99,Frank_Oz,No,USA,35000000,Bill_Murray,No,7.0,No
2,1954,Bom,1954,Rocky,1976,Drama,Action,Drama_Action,,12,120,John_G._Avildsen,Yes,USA,960000,Sylvester_Stallone,No,8.1,Yes
2,1955,Bom,1955,Kramer Vs. Kramer,1979,Drama,?,Drama_,,PG,105,Robert_Benton,Yes,USA,8000000,Dustin_Hoffman,Yes,7.8,Yes
2,235,Regular,235,Ed Wood,1994,Drama,Comedy,Drama_Comedy,,14,127,Tim_Burton,No,USA,18000000,Johnny_Depp,No,7.9,Yes
2,1124,Bom,1124,On Golden Pond,1981,Drama,?,Drama_,,?,109,Mark_Rydell,No,UK,?,Katharine_Hepburn,Yes,7.7,Yes
2,1957,Bom,1957,Chariots of Fire,1981,Drama,?,Drama_,,Livre,125,Hugh_Hudson,No,UK,5500000,Ben_Cross,No,7.2,Yes
2,163,Bom,163,Desperado,1995,Action,Romance,Action_Romance,,14,104,Robert_Rodriguez,No,USA,7000000,Antonio_Banderas,No,7.2,No
2,21,Ruim,21,Get Shorty,1995,Drama,Action,Drama_Action,,Rated R for language and some violence,105,Barry_Sonnenfeld,No,USA,30250000,Gene_Hackman,Yes,6.9,No
2,165,Regular,165,Die Hard: With a Vengeance,1995,Action,Thriller,Action_Thriller,,14,128,John_McTiernan,No,USA,90000000,Bruce_Willis,No,7.6,No
2,2321,Regular,2321,Pleasantville,1998,Comedy,?,Comedy_,,Rated PG-13 for some thematic elements emphasizing sexuality and for language,124,Gary_Ross,No,USA,40000000,Tobey_Maguire,No,7.5,No
2,1090,Ruim,1090,Platoon,1986,Drama,War,Drama_War,,14,120,Oliver_Stone,Yes,UK,6000000,Charlie_Sheen,No,8.1,Yes
2,380,Bom,380,True Lies,1994,Comedy,Romance,Comedy_Romance,,14,141,James_Cameron,Yes,USA,115000000,Arnold_Schwarzenegger,No,7.2,No
2,2501,Bom,2501,October Sky,1999,Drama,?,Drama_,,Rated PG for languagebrief teen sensuality and alcohol useand for some thematic elements,108,Joe_Johnston,No,USA,25000000,Jake_Gyllenhaal,No,7.8,No
2,349,Bom,349,Clear and Present Danger,1994,Action,Adventure,Action_Adventure,,12,141,Phillip_Noyce,No,USA,62000000,Harrison_Ford,No,6.9,No
2,457,Bom,457,Fugitive,1993,Action,Thriller,Action_Thriller,,14,130,Andrew_Davis,No,USA,44000000,Harrison_Ford,No,7.8,Yes
2,1096,Bom,1096,Sophie's Choice,1982,Drama,?,Drama_,,?,150,Alan_J._Pakula,No,UK,12000000,Meryl_Streep,Yes,7.7,Yes
2,920,Bom,920,Gone with the Wind,1939,Drama,Romance,Drama_Romance,,Livre,238,Victor_Fleming,Yes,USA,3977000,Clark_Gable,Yes,8.2,Yes
2,459,Regular
2,1527,Bom,1527,Fifth Element,1997,Sci-Fi,Action,Sci-Fi_Action,,Livre,126,Luc_Besson,No,France,93000000,Bruce_Willis,No,7.7,No
2,3418,Bom,3418,Thelma & Louise,1991,Drama,Action,Drama_Action,,14,130,Ridley_Scott,No,USA,16500000,Susan_Sarandon,Yes,7.4,Yes
2,1385,Regular,1385,Under Siege,1992,Action,?,Action_,,Rated R for strong violence and for language and brief nudity,103,Andrew_Davis,No,France,35000000,Steven_Seagal,No,6.4,No
2,3451,Bom,3451,Guess Who's Coming to Dinner,1967,Drama,Comedy,Drama_Comedy,,?,108,Stanley_Kramer,No,USA,4000000,Spencer_Tracy,Yes,7.8,Yes
2,3095,Bom,3095,Grapes of Wrath,1940,Drama,?,Drama_,,12,129,John_Ford,Yes,USA,800000,Henry_Fonda,Yes,8.1,Yes
2,780,Regular,780,Independence Day,1996,Sci-Fi,Action,Sci-Fi_Action,,12,145,Roland_Emmerich,No,USA,75000000,Will_Smith,No,6.9,Yes
2,498,Regular
2,2728,Regular,2728,Spartacus,1960,Drama,?,Drama_,,12,184,Stanley_Kubrick,No,USA,12000000,Kirk_Douglas,No,7.9,Yes
2,2002,Bom,2002,Lethal Weapon 3,1992,Drama,Action,Drama_Action,,Rated R for violence and language,118,Richard_Donner,No,USA,35000000,Mel_Gibson,No,6.7,No
2,1962,Bom,1962,Driving Miss Daisy,1989,Drama,?,Drama_,,Livre,99,Bruce_Beresford,No,USA,7500000,Morgan_Freeman,Yes,7.4,Yes
2,1784,Bom,1784,As Good As It Gets,1997,Drama,Comedy,Drama_Comedy,,Livre,139,James_L._Brooks,Yes,USA,50000000,Jack_Nicholson,Yes,7.7,Yes
2,2943,Bom
2,2006,Regular,2006,Mask of Zorro,1998,Action,Adventure,Action_Adventure,,12,136,Martin_Campbell,No,USA,65000000,Antonio_Banderas,No,6.7,No
2,318,Bom,318,Shawshank Redemption,1994,Drama,?,Drama_,,16,142,Frank_Darabont,No,USA,25000000,Tim_Robbins,Yes,9.3,No
2,1207,Bom,1207,To Kill a Mockingbird,1962,Drama,?,Drama_,,?,129,Robert_Mulligan,No,USA,2000000,Gregory_Peck,Yes,8.3,Yes
2,1968,Ruim,1968,Breakfast Club,1985,Drama,Comedy,Drama_Comedy,,14,97,John_Hughes,No,USA,1000000,Emilio_Estevez,No,7.9,No
2,3678,Regular
2,1244,Regular,1244,Manhattan,1979,Drama,Romance,Drama_Romance,,12,96,Woody_Allen,Yes,USA,?,Woody_Allen,No,8.0,No
2,356,Bom,356,Forrest Gump,1994,Comedy,Romance,Comedy_Romance,,14,142,Robert_Zemeckis,Yes,USA,55000000,Tom_Hanks,Yes,8.8,Yes
2,1245,Ruim,1245,Miller's Crossing,1990,Drama,?,Drama_,,KNT/ENA,115,Joel_Coen,Yes,USA,14000000,Gabriel_Byrne,No,7.8,No
2,1246,Bom,1246,Dead Poets Society,1989,Drama,?,Drama_,,12,128,Peter_Weir,No,USA,16400000,Robin_Williams,Yes,8.0,Yes
2,3893,Ruim,3893,Nurse Betty,2000,Comedy,Thriller,Comedy_Thriller,,Rated R for strong violencepervasive language and a scene of sexuality,110,Neil_LaBute,No,Germany,35000000,Renee_Zellweger,Yes,6.3,No
2,1247,Bom,1247,Graduate,1967,Drama,Romance,Drama_Romance,,14,106,Mike_Nichols,Yes,USA,3000000,Dustin_Hoffman,Yes,8.0,Yes
3,3421,Bom,3421,Animal House,1978,Comedy,?,Comedy_,,?,109,John_Landis,No,USA,3000000,John_Belushi,No,7.6,No
3,1641,Ruim,1641,Full Monty,1997,Comedy,?,Comedy_,,12,91,Peter_Cattaneo,No,UK,3500000,Robert_Carlyle,No,7.2,Yes
3,648,Regular,648,Mission: Impossible,1996,Action,Adventure,Action_Adventure,,Livre,110,Brian_De_Palma,No,USA,80000000,Tom_Cruise,No,7.1,No
3,1394,Bom,1394,Raising Arizona,1987,Comedy,?,Comedy_,,12,94,Joel_Coen,Yes,USA,6000000,Nicolas_Cage,Yes,7.4,No
3,3534,Regular,3534,28 Days,2000,Comedy,?,Comedy_,,Rated PG-13 for mature thematic elements involving substance abuselanguage and some sensuality,103,Betty_Thomas,No,USA,43000000,Sandra_Bullock,Yes,6.0,No
3,104,Bom,104,Happy Gilmore,1996,Comedy,?,Comedy_,,Rated PG-13 for language and some comic sexuality,92,Dennis_Dugan,No,USA,12000000,Adam_Sandler,No,7.0,No
3,2735,Bom,2735,Golden Child,1986,Comedy,Action,Comedy_Action,,?,94,Michael_Ritchie,No,USA,25000000,Eddie_Murphy,No,5.9,No
3,1210,Bom,1210,Star Wars: Episode VI - Return of the Jedi,1983,Sci-Fi,Action,Sci-Fi_Action,,Livre,131,Richard_Marquand,No,USA,32500000,Mark_Hamill,No,8.4,No
3,1431,Regular,1431,Beverly Hills Ninja,1997,Comedy,Action,Comedy_Action,,Rated PG-13 for sex related humor martial arts violence and a humerous drug related scene,88,Dennis_Dugan,No,USA,?,Chris_Farley,No,5.5,No
3,3868,Regular,3868,Naked Gun: From the Files of Police Squad!,1988,Comedy,?,Comedy_,,Livre,85,David_Zucker,No,USA,12000000,Leslie_Nielsen,No,7.6,No
3,1079,Bom,1079,Fish Called Wanda,1988,Comedy,?,Comedy_,,?,108,Charles_Crichton,No,UK,7500000,John_Cleese,No,7.6,Yes
3,2997,Regular,2997,Being John Malkovich,1999,Comedy,?,Comedy_,,18,112,Spike_Jonze,No,USA,13000000,John_Cusack,No,7.8,No
3,1615,Bom,1615,Edge,1997,Thriller,Adventure,Thriller_Adventure,,Rated R for language and some adventure gore/violence,117,Lee_Tamahori,No,USA,?,Anthony_Hopkins,Yes,6.9,No
3,1291,Bom,1291,Indiana Jones and the Last Crusade,1989,Action,Adventure,Action_Adventure,,Livre,127,Steven_Spielberg,Yes,USA,48000000,Harrison_Ford,No,8.3,Yes
3,1259,Bom,1259,Stand by Me,1986,Drama,Comedy,Drama_Comedy,,12,89,Rob_Reiner,No,USA,8000000,Wil_Wheaton,No,8.1,No
3,653,Bom,653,Dragonheart,1996,Action,Adventure,Action_Adventure,,Rated PG-13 for action/violence,103,Rob_Cohen,No,USA,57000000,Dennis_Quaid,No,6.4,No
3,2167,Bom,2167,Blade,1998,Horror,Action,Horror_Action,,14,120,Stephen_Norrington,No,USA,45000000,Wesley_Snipes,No,7.1,No
3,1580,Regular,1580,Men in Black,1997,Sci-Fi,Action,Sci-Fi_Action,,Livre,98,Barry_Sonnenfeld,No,USA,90000000,Tommy_Lee_Jones,Yes,7.3,Yes
3,3619,Ruim,3619,Hollywood Knights,1980,Comedy,?,Comedy_,,?,91,Floyd_Mutrux,No,USA,?,Tony_Danza,No,6.3,No
3,260,Bom,260,Star Wars: Episode IV - A New Hope,1977,Sci-Fi,Action,Sci-Fi_Action,,10,121,George_Lucas,No,USA,11000000,Mark_Hamill,No,8.7,Yes
3,2858,Bom,2858,American Beauty,1999,Drama,Comedy,Drama_Comedy,,14,122,Sam_Mendes,Yes,USA,15000000,Kevin_Spacey,Yes,8.4,Yes
3,3114,Regular,3114,Toy Story 2,1999,Animation,Family,Animation_Family,,Livre,92,John_Lasseter,No,USA,90000000,?,?,7.9,No
3,1049,Bom,1049,Ghost and the Darkness,1996,Action,Adventure,Action_Adventure,,14,110,Stephen_Hopkins,No,Germany,55000000,Michael_Douglas,Yes,6.8,Yes
3,1261,Ruim,1261,Evil Dead II,1987,Horror,Comedy,Horror_Comedy,,16,84,Sam_Raimi,No,USA,3600000,Bruce_Campbell,No,7.8,No
3,552,Bom,552,Three Musketeers,1993,Comedy,Action,Comedy_Action,,Rated PG for action/violence and some brief sensuality,105,Stephen_Herek,No,Austria,30000000,Charlie_Sheen,No,6.4,No
3,480,Bom,480,Jurassic Park,1993,Sci-Fi,Action,Sci-Fi_Action,,Livre,127,Steven_Spielberg,Yes,USA,63000000,Sam_Neill,No,8.1,Yes
3,1265,Ruim,1265,Groundhog Day,1993,Comedy,Romance,Comedy_Romance,,Livre,101,Harold_Ramis,No,USA,14600000,Bill_Murray,No,8.0,No
3,1266,Bom,1266,Unforgiven,1992,Western,?,Western_,,12,131,Clint_Eastwood,Yes,USA,14400000,Clint_Eastwood,No,8.2,Yes
3,733,Bom,733,Rock,1996,Action,Adventure,Action_Adventure,,16,136,Michael_Bay,No,USA,75000000,Sean_Connery,Yes,7.4,No
3,1196,Bom,1196,Star Wars: Episode V - The Empire Strikes Back,1980,Drama,Sci-Fi,Drama_Sci-Fi,,Livre,124,Irvin_Kershner,No,USA,18000000,Mark_Hamill,No,8.8,Yes
3,590,Bom,590,Dances with Wolves,1990,Drama,Western,Drama_Western,,14,181,Kevin_Costner,Yes,USA,22000000,Kevin_Costner,No,8.0,Yes
3,2355,Bom,2355,Bug's Life,1998,Animation,Family,Animation_Family,,Livre,95,John_Lasseter,No,USA,120000000,?,?,7.2,No
3,1197,Bom,1197,Princess Bride,1987,Comedy,Romance,Comedy_Romance,,Livre,98,Rob_Reiner,No,USA,16000000,Cary_Elwes,No,8.1,No
3,1198,Bom,1198,Raiders of the Lost Ark,1981,Action,Adventure,Action_Adventure,,Livre,115,Steven_Spielberg,Yes,USA,18000000,Harrison_Ford,No,8.5,Yes
3,1378,Bom,1378,Young Guns,1988,Comedy,Action,Comedy_Action,,?,107,Christopher_Cain,No,USA,13000000,Emilio_Estevez,No,6.8,No
3,593,Regular,593,Silence of the Lambs,1991,Drama,Thriller,Drama_Thriller,,14,118,Jonathan_Demme,Yes,USA,19000000,Jodie_Foster,Yes,8.6,Yes
3,1379,Bom,1379,Young Guns II,1990,Comedy,Action,Comedy_Action,,?,104,Geoff_Murphy,No,USA,20000000,Emilio_Estevez,No,6.4,No
3,3552,Bom,3552,Caddyshack,1980,Comedy,?,Comedy_,,?,98,Harold_Ramis,No,USA,6000000,Chevy_Chase,No,7.3,No
3,1304,Bom,1304,Butch Cassidy and the Sundance Kid,1969,Comedy,Action,Comedy_Action,,12,110,George_Roy_Hill,Yes,USA,6000000,Paul_Newman,Yes,8.1,Yes
3,1270,Regular,1270,Back to the Future,1985,Sci-Fi,Comedy,Sci-Fi_Comedy,,Livre,116,Robert_Zemeckis,Yes,USA,19000000,Michael_J._Fox,No,8.5,Yes
3,2470,Bom,2470,Crocodile Dundee,1986,Comedy,Adventure,Comedy_Adventure,,?,97,Peter_Faiman,No,Australia,8800000,Paul_Hogan,No,6.5,No
3,3168,Bom,3168,Easy Rider,1969,Drama,Adventure,Drama_Adventure,,16,95,Dennis_Hopper,No,USA,400000,Peter_Fonda,No,7.4,No
3,2617,Ruim,2617,Mummy,1999,Horror,Thriller,Horror_Thriller,,12,125,Stephen_Sommers,No,USA,80000000,Brendan_Fraser,No,7.0,No
3,1961,Bom,1961,Rain Man,1988,Drama,?,Drama_,,Livre,133,Barry_Levinson,Yes,USA,25000000,Dustin_Hoffman,Yes,8.0,Yes
3,3671,Bom,3671,Blazing Saddles,1974,Comedy,Western,Comedy_Western,,?,93,Mel_Brooks,No,USA,2600000,Cleavon_Little,No,7.8,No
3,2006,Bom,2006,Mask of Zorro,1998,Action,Adventure,Action_Adventure,,12,136,Martin_Campbell,No,USA,65000000,Antonio_Banderas,No,6.7,No
3,2871,Bom,2871,Deliverance,1972,Thriller,Adventure,Thriller_Adventure,,14,109,John_Boorman,No,USA,2000000,Jon_Voight,Yes,7.7,No
3,2115,Bom,2115,Indiana Jones and the Temple of Doom,1984,Action,Adventure,Action_Adventure,,Livre,118,Steven_Spielberg,Yes,USA,28000000,Harrison_Ford,No,7.6,Yes
