17,dia_da_semana,acompanhado,nao_esta_sentado,noite,escura,fria,ligada,Nao
6,final_de_semana,acompanhado,nao_esta_sentado,manha,escura,moderada,desligada,Sim
8,final_de_semana,sozinho,sentado,manha,escura,fria,desligada,Nao
18,final_de_semana,acompanhado,nao_esta_sentado,noite,iluminada,quente,desligada,Nao
16,final_de_semana,acompanhado,sentado,noite,escura,fria,ligada,Nao
16,dia_da_semana,acompanhado,sentado,noite,escura,moderada,ligada,Sim
15,dia_da_semana,sozinho,sentado,noite,iluminada,moderada,desligada,Nao
10,final_de_semana,acompanhado,sentado,madrugada,escura,moderada,ligada,Sim
4,final_de_semana,sozinho,nao_esta_sentado,manha,escura,moderada,ligada,Sim
4,dia_da_semana,sozinho,nao_esta_sentado,tarde,iluminada,moderada,ligada,Sim
11,dia_da_semana,acompanhado,nao_esta_sentado,noite,escura,quente,desligada,Nao
5,final_de_semana,sozinho,nao_esta_sentado,tarde,escura,fria,desligada,Nao
7,final_de_semana,acompanhado,nao_esta_sentado,manha,escura,quente,desligada,Sim
5,final_de_semana,acompanhado,nao_esta_sentado,madrugada,escura,moderada,ligada,Nao
4,final_de_semana,acompanhado,nao_esta_sentado,manha,escura,quente,ligada,Nao
16,final_de_semana,sozinho,nao_esta_sentado,manha,escura,moderada,desligada,Nao
9,final_de_semana,sozinho,sentado,madrugada,iluminada,fria,ligada,Nao
3,final_de_semana,sozinho,nao_esta_sentado,tarde,escura,fria,ligada,Sim
18,final_de_semana,sozinho,sentado,noite,iluminada,moderada,ligada,Sim
8,final_de_semana,sozinho,nao_esta_sentado,manha,iluminada,moderada,ligada,Sim
18,dia_da_semana,sozinho,sentado,tarde,escura,quente,ligada,Nao
14,dia_da_semana,sozinho,nao_esta_sentado,manha,iluminada,moderada,desligada,Nao
17,final_de_semana,acompanhado,sentado,noite,escura,fria,ligada,Sim
16,final_de_semana,acompanhado,sentado,tarde,iluminada,quente,ligada,Nao
17,final_de_semana,sozinho,sentado,madrugada,iluminada,fria,desligada,Sim
13,final_de_semana,sozinho,nao_esta_sentado,madrugada,escura,quente,desligada,Sim
14,dia_da_semana,sozinho,nao_esta_sentado,manha,escura,moderada,desligada,Nao
15,dia_da_semana,sozinho,sentado,noite,iluminada,moderada,desligada,Nao
19,dia_da_semana,acompanhado,nao_esta_sentado,tarde,escura,quente,desligada,Nao
6,final_de_semana,sozinho,nao_esta_sentado,manha,escura,fria,ligada,Sim
12,dia_da_semana,sozinho,nao_esta_sentado,madrugada,escura,quente,ligada,Sim
4,dia_da_semana,acompanhado,sentado,manha,iluminada,moderada,desligada,Sim
11,final_de_semana,sozinho,sentado,noite,escura,fria,desligada,Sim
1,dia_da_semana,sozinho,nao_esta_sentado,manha,escura,moderada,desligada,Nao
8,dia_da_semana,sozinho,nao_esta_sentado,noite,escura,moderada,desligada,Sim
16,dia_da_semana,sozinho,sentado,noite,iluminada,quente,ligada,Sim
7,dia_da_semana,acompanhado,nao_esta_sentado,manha,iluminada,moderada,desligada,Nao
18,dia_da_semana,acompanhado,nao_esta_sentado,manha,iluminada,quente,ligada,Nao
10,final_de_semana,sozinho,nao_esta_sentado,manha,iluminada,quente,ligada,Nao
7,dia_da_semana,acompanhado,nao_esta_sentado,manha,iluminada,moderada,ligada,Sim
6,dia_da_semana,sozinho,nao_esta_sentado,manha,iluminada,quente,ligada,Nao
10,dia_da_semana,acompanhado,sentado,manha,iluminada,quente,desligada,Nao
14,dia_da_semana,sozinho,sentado,manha,iluminada,fria,desligada,Nao
15,dia_da_semana,acompanhado,nao_esta_sentado,manha,escura,fria,ligada,Nao
5,dia_da_semana,acompanhado,sentado,tarde,escura,moderada,ligada,Sim
4,final_de_semana,acompanhado,nao_esta_sentado,tarde,escura,moderada,desligada,Sim
13,dia_da_semana,acompanhado,nao_esta_sentado,madrugada,iluminada,quente,desligada,Sim
3,final_de_semana,sozinho,sentado,manha,iluminada,fria,ligada,Sim
6,dia_da_semana,sozinho,sentado,madrugada,iluminada,quente,ligada,Nao
17,final_de_semana,acompanhado,nao_esta_sentado,tarde,iluminada,quente,desligada,Nao
8,final_de_semana,sozinho,nao_esta_sentado,tarde,escura,moderada,ligada,Sim
15,final_de_semana,acompanhado,nao_esta_sentado,manha,iluminada,quente,ligada,Nao
18,final_de_semana,sozinho,sentado,noite,iluminada,quente,desligada,Nao
4,final_de_semana,acompanhado,nao_esta_sentado,manha,iluminada,moderada,desligada,Nao
13,dia_da_semana,acompanhado,nao_esta_sentado,manha,iluminada,fria,ligada,Nao
19,dia_da_semana,sozinho,nao_esta_sentado,manha,escura,fria,desligada,Nao
16,dia_da_semana,acompanhado,sentado,manha,iluminada,quente,ligada,Nao
3,dia_da_semana,sozinho,sentado,madrugada,iluminada,quente,desligada,Nao
3,dia_da_semana,sozinho,nao_esta_sentado,tarde,iluminada,quente,ligada,Nao
12,final_de_semana,acompanhado,nao_esta_sentado,noite,escura,quente,ligada,Sim
3,final_de_semana,acompanhado,sentado,noite,escura,fria,desligada,Nao
5,dia_da_semana,acompanhado,sentado,manha,escura,moderada,desligada,Nao
1,dia_da_semana,sozinho,sentado,noite,iluminada,quente,ligada,Sim
2,dia_da_semana,sozinho,nao_esta_sentado,manha,iluminada,moderada,desligada,Sim
2,final_de_semana,acompanhado,nao_esta_sentado,tarde,iluminada,moderada,desligada,Sim
12,final_de_semana,sozinho,nao_esta_sentado,tarde,escura,quente,ligada,Sim
19,final_de_semana,sozinho,nao_esta_sentado,madrugada,escura,fria,ligada,Nao
17,dia_da_semana,sozinho,sentado,madrugada,iluminada,fria,desligada,Nao
5,dia_da_semana,acompanhado,sentado,manha,escura,quente,ligada,Sim
12,final_de_semana,sozinho,nao_esta_sentado,madrugada,escura,fria,ligada,Nao
9,dia_da_semana,acompanhado,sentado,noite,iluminada,quente,ligada,Nao
13,final_de_semana,acompanhado,nao_esta_sentado,noite,escura,quente,ligada,Sim
17,dia_da_semana,sozinho,nao_esta_sentado,noite,escura,quente,ligada,Nao
8,final_de_semana,acompanhado,sentado,tarde,escura,quente,desligada,Nao
1,dia_da_semana,sozinho,sentado,madrugada,iluminada,fria,desligada,Nao
4,dia_da_semana,sozinho,sentado,noite,iluminada,fria,desligada,Sim
8,dia_da_semana,sozinho,nao_esta_sentado,manha,iluminada,quente,desligada,Nao
7,final_de_semana,acompanhado,nao_esta_sentado,madrugada,escura,moderada,ligada,Sim
1,dia_da_semana,acompanhado,sentado,manha,iluminada,quente,ligada,Nao
9,final_de_semana,sozinho,sentado,tarde,iluminada,fria,ligada,Sim
2,final_de_semana,sozinho,nao_esta_sentado,noite,iluminada,quente,ligada,Sim
10,final_de_semana,sozinho,nao_esta_sentado,tarde,iluminada,fria,ligada,Sim
4,dia_da_semana,acompanhado,nao_esta_sentado,manha,escura,moderada,desligada,Nao
15,dia_da_semana,acompanhado,sentado,madrugada,iluminada,fria,desligada,Sim
7,final_de_semana,sozinho,sentado,noite,iluminada,fria,desligada,Sim
14,final_de_semana,acompanhado,sentado,manha,escura,fria,desligada,Nao
8,dia_da_semana,sozinho,sentado,manha,iluminada,fria,desligada,Nao
11,final_de_semana,acompanhado,nao_esta_sentado,noite,escura,fria,desligada,Sim
19,dia_da_semana,acompanhado,sentado,madrugada,iluminada,quente,ligada,Sim
2,dia_da_semana,sozinho,sentado,manha,iluminada,quente,desligada,Sim
14,final_de_semana,sozinho,nao_esta_sentado,noite,escura,quente,ligada,Sim
14,final_de_semana,acompanhado,nao_esta_sentado,manha,iluminada,moderada,desligada,Nao
5,dia_da_semana,acompanhado,sentado,tarde,escura,quente,ligada,Sim
14,dia_da_semana,sozinho,sentado,tarde,iluminada,quente,desligada,Nao
7,final_de_semana,sozinho,nao_esta_sentado,noite,iluminada,quente,ligada,Nao
